id,pt_desc1,pt_desc2,pt_um,pt_prod_line,pt_vend
130585050-WC,RK2-2745-01-V-WC,,P,W001,NULL
130585051,RK2-2746-01-V,SWT-B2,P,FT01,NULL
130585051-F,RK2-2746-01-V-F,,P,W001,NULL
130585051-WC,RK2-2746-01-V-WC,,P,W001,NULL
130585052,RK2-0476-01-V,SWT-A2,P,FT01,NULL
130585052-F,RK2-0476-01-V-F,,P,W001,NULL
130585052-WC,RK2-0476-01-V-WC,,P,W001,NULL
130585053,RK2-1417-01-V,SWT-B2,P,FT01,NULL
130585053-F,RK2-1417-01-V-F,,P,W001,NULL
130585053-WC,RK2-1417-01-V-WC,,P,W001,NULL
130585054,RK2-1418-01-V,SWT-B2,P,FT01,NULL
130585054-F,RK2-1418-01-V-F,,P,W001,NULL
130585054-WC,RK2-1418-01-V-WC,,P,W001,NULL
130585056,RK2-2937-02-V,SWT-A1,P,FT01,NULL
130585056-F,RK2-2937-02-V-F,,P,W001,NULL
130585056-WC,RK2-2937-02-V-WC,,P,W001,NULL
130585057,RK2-3433-02-V,SWT-B1,P,FT01,NULL
130585057-F,RK2-3433-02-V-F,,P,W001,NULL
130585057-WC,RK2-3433-02-V-WC,,P,W001,NULL
130585058,RK2-3434-02-V,SWT-B1,P,FT01,NULL
130585058-F,RK2-3434-02-V-F,,P,W001,NULL
130585058-WC,RK2-3434-02-V-WC,,P,W001,NULL
130585059,RK2-4055-01-V,SWT-B2,P,FT01,NULL
130585059-F,RK2-4055-01-V-F,,P,W001,NULL
130585059-WC,RK2-4055-01-V-WC,,P,W001,NULL
130585060,RK2-4059-01-V,SWT-B2,P,FT01,NULL
130585060-F,RK2-4059-01-V-F,,P,W001,NULL
130585060-WC,RK2-4059-01-V-WC,,P,W001,NULL
130585061,RK2-3516-01-V,SWT-B2,P,FT01,NULL
130585061-F,RK2-3516-01-V-F,,P,W001,NULL
130585061-WC,RK2-3516-01-V-WC,,P,W001,NULL
130585062,RK2-3517-01-V,SWT-B2,P,FT01,NULL
130585062-F,RK2-3517-01-V-F,,P,W001,NULL
130585062-WC,RK2-3517-01-V-WC,,P,W001,NULL
130585063,RK2-3556-01-V,SWT-B2,P,FT01,NULL
130585063-F,RK2-3556-01-V-F,,P,W001,NULL
130585063-WC,RK2-3556-01-V-WC,,P,W001,NULL
130585064,RK2-3557-01-V,SWT-B2,P,FT01,NULL
130585064-F,RK2-3557-01-V-F,,P,W001,NULL
130585064-WC,RK2-3557-01-V-WC,,P,W001,NULL
130585065,N-T01-816-Z11-V,SWT-B2,P,FT01,NULL
130585065-F,N-T01-816-Z11-V-F,,P,W001,NULL
130585065-WC,N-T01-816-Z11-V-WC,,P,W001,NULL
130585066,RK2-3898-01-V,SWT-B2,P,FT01,NULL
130585066-F,RK2-3898-01-V-F,,P,W001,NULL
130585066-WC,RK2-3898-01-V-WC,,P,W001,NULL
130585067,RK2-3899-01-V,SWT-B2,P,FT01,NULL
130585067-F,RK2-3899-01-V-F,,P,W001,NULL
130585067-WC,RK2-3899-01-V-WC,,P,W001,NULL
130585068,RK2-4249-01-V,SWT-B2,P,FT01,NULL
130585068-F,RK2-4249-01-V-F,,P,W001,NULL
130585068-WC,RK2-4249-01-V-WC,,P,W001,NULL
130585069,RK2-4250-01-V,SWT-B2,P,FT01,NULL
130585069-F,RK2-4250-01-V-F,,P,W001,NULL
130585069-WC,RK2-4250-01-V-WC,,P,W001,NULL
130585070,RK2-4425-01-V,SWT-B2,P,FT01,NULL
130585070-F,RK2-4425-01-V-F,,P,W001,NULL
130585070-WC,RK2-4425-01-V-WC,,P,W001,NULL
130585071,RK2-4426-01-V,SWT-B2,P,FT01,NULL
130585071-F,RK2-4426-01-V-F,,P,W001,NULL
130585071-WC,RK2-4426-01-V-WC,,P,W001,NULL
130585072,RK2-4370-01-V,SWT-B1,P,FT01,NULL
130585072-F,RK2-4370-01-V-F,,P,W001,NULL
130585072-WC,RK2-4370-01-V-WC,,P,W001,NULL
130585076,N-T01-650-Z11-V,SWT-B2,P,FT01,NULL
130585076-F,N-T01-650-Z11-V-F,,P,W001,NULL
130585076-WC,N-T01-650-Z11-V-WC,,P,W001,NULL
130585082,RK2-4426-02-V,SWT-B2,P,FT01,NULL
130585082-F,RK2-4426-02-V-F,,P,W001,NULL
130585082-WC,RK2-4426-02-V-WC,,P,W001,NULL
130585083,N-T01-628-Z14-V,SWT-B3,P,FT01,NULL
130585083-F,N-T01-628-Z14-V-F,,P,W001,NULL
130585083-WC,N-T01-628-Z14-V-WC,,P,W001,NULL
130585084,FK4-1791-01-V,SWT-B1,P,FT01,NULL
130585084-F,FK4-1791-01-V-F,,P,W001,NULL
130585084-WC,FK4-1791-01-V-WC,,P,W001,NULL
130585085,FK4-1793-01-V,SWT-B2,P,FT01,NULL
130585085-F,FK4-1793-01-V-F,,P,W001,NULL
130585085-WC,FK4-1793-01-V-WC,,P,W001,NULL
130585086,RK2-6352-01-V,SWT-B2,P,FT01,NULL
130585086-F,RK2-6352-01-V-F,,P,W001,NULL
130585086-WC,RK2-6352-01-V-WC,,P,W001,NULL
130585087,RK2-6354-01-V,SWT-B2,P,FT01,NULL
130585087-F,RK2-6354-01-V-F,,P,W001,NULL
130585087-WC,RK2-6354-01-V-WC,,P,W001,NULL
130585088,RK2-6055-01-V,SWT-A2,P,FT01,NULL
130585088-F,RK2-6055-01-V-F,,P,W001,NULL
130585088-WC,RK2-6055-01-V-WC,,P,W001,NULL
130585089,RK2-6541-01-V,SWT-B1,P,FT01,NULL
130585089-F,RK2-6541-01-V-F,,P,W001,NULL
130585089-WC,RK2-6541-01-V-WC,,P,W001,NULL
130585090,RK2-6542-01-V,SWT-B2,P,FT01,NULL
130585090-F,RK2-6542-01-V-F,,P,W001,NULL
130585090-WC,RK2-6542-01-V-WC,,P,W001,NULL
130585091,RK2-6550-01-V,SWT-B2,P,FT01,NULL
130585091-F,RK2-6550-01-V-F,,P,W001,NULL
130585091-WC,RK2-6550-01-V-WC,,P,W001,NULL
130585092,RK2-6988-01-V,SWT-A1,P,FT01,NULL
130585092-F,RK2-6988-01-V-F,,P,W001,NULL
130585092-WC,RK2-6988-01-V-WC,,P,W001,NULL
130585093,RK2-6989-01-V,SWT-A1,P,FT01,NULL
130585093-F,RK2-6989-01-V-F,,P,W001,NULL
130585093-WC,RK2-6989-01-V-WC,,P,W001,NULL
130585094,RK2-7897-01-V,SWT-A1,P,FT01,NULL
130585094-F,RK2-7897-01-V-F,,P,W001,NULL
130585094-WC,RK2-7897-01-V-WC,,P,W001,NULL
130585095,RK2-7898-01-V,SWT-A1,P,FT01,NULL
130585095-F,RK2-7898-01-V-F,,P,W001,NULL
130585095-WC,RK2-7898-01-V-WC,,P,W001,NULL
130595005,CHT186-V,SWT-A1,P,FT01,NULL
130595005-F,CHT186-V-F,,P,W001,NULL
130595005-WC,CHT186-V-WC,,P,W001,NULL
130595007,PTTX191-V,SWT-B1,P,FT01,NULL
130595007-F,PTTX191-V-F,,P,W001,NULL
130595007-WC,PTTX191-V-WC,,P,W001,NULL
130815024,68-AL04-A-V,SWT-B1,P,FT01,NULL
130815024-F,68-AL04-A-V-F,,P,W001,NULL
130815024-WC,68-AL04-A-V-WC,,P,W001,NULL
130815025,FK2-5305-01-V,SWT-A1,P,FT01,NULL
130815025-F,FK2-5305-01-V-F,,P,W001,NULL
130815025-WC,FK2-5305-01-V-WC,,P,W001,NULL
130815026,TF-F380D-E-V,SWT-B4,P,FT01,NULL
130815026-F,TF-F380D-E-V-F,,P,W001,NULL
130815026-WC,TF-F380D-E-V-WC,,P,W001,NULL
130815027,TF-F380D-JU-V,SWT-B4,P,FT01,NULL
130815027-F,TF-F380D-JU-V-F,,P,W001,NULL
130815027-WC,TF-F380D-JU-V-WC,,P,W001,NULL
130815032,HF13168E-V,SWT-B1,P,FT01,NULL
130815032-F,HF13168E-V-F,,P,W001,NULL
130815032-WC,HF13168E-V-WC,,P,W001,NULL
130885006,PTTX174-V,SWT-B2,P,FT01,NULL
130885006-F,PTTX174-V-F,,P,W001,NULL
130885006-WC,PTTX174-V-WC,,P,W001,NULL
130885007,PTTX175-V,SWT-C3,P,FT01,NULL
130885007-F,PTTX175-V-F,,P,W001,NULL
130885007-WC,PTTX175-V-WC,,P,W001,NULL
130885008,PTTN153-V,SWT-B2,P,FT01,NULL
130885008-F,PTTN153-V-F,,P,W001,NULL
130885008-WC,PTTN153-V-WC,,P,W001,NULL
130885011,CA72401C-V,SWT-A,P,FT01,NULL
130885011-F,CA72401C-V-F,,P,W001,NULL
130885011-WC,CA72401C-V-WC,,P,W001,NULL
130885012,S409753-V,SWT-C1,P,FT01,NULL
130885012-F,S409753-V-F,,P,W001,NULL
130885012-WC,S409753-V-WC,,P,W001,NULL
130885013,HF13058D-V,SWT-B2,P,FT01,NULL
130885013-F,HF13058D-V-F,,P,W001,NULL
130885013-WC,HF13058D-V-WC,,P,W001,NULL
130895026,EPL21QS051-7E-V,SWT-B2,P,FT01,NULL
130895026-F,EPL21QS051-7E-V-F,,P,W001,NULL
130895026-WC,EPL21QS051-7E-V-WC,,P,W001,NULL
130895027,EPL21QS052-7E-V,SWT-B2,P,FT01,NULL
130895027-F,EPL21QS052-7E-V-F,,P,W001,NULL
130895027-WC,EPL21QS052-7E-V-WC,,P,W001,NULL
130915001,EPL20QL126-7G-V,SWT-B2,P,FT01,NULL
130915001-F,EPL20QL126-7G-V-F,,P,W001,NULL
130915001-WC,EPL20QL126-7G-V-WC,,P,W001,NULL
130995011,EPL21QS074-7-V,SWT-B2,P,FT01,NULL
130995011-F,EPL21QS074-7-V-F,,P,W001,NULL
130995011-WC,EPL21QS074-7-V-WC,,P,W001,NULL
130995012,EPL21QS079-7-V,SWT-B1,P,FT01,NULL
130995012-F,EPL21QS079-7-V-F,,P,W001,NULL
130995012-WC,EPL21QS079-7-V-WC,,P,W001,NULL
130995013,EPL21QS068-7-V,SWT-B2,P,FT01,NULL
130995013-F,EPL21QS068-7-V-F,,P,W001,NULL
130995013-WC,EPL21QS068-7-V-WC,,P,W001,NULL
130995014,EPL20QL128-7E-V,SWT-B2,P,FT01,NULL
130995014-F,EPL20QL128-7E-V-F,,P,W001,NULL
130995014-WC,EPL20QL128-7E-V-WC,,P,W001,NULL
130995015,EPL21QS077-7E-V,SWT-B2,P,FT01,NULL
130995015-F,EPL21QS077-7E-V-F,,P,W001,NULL
130995015-WC,EPL21QS077-7E-V-WC,,P,W001,NULL
130995016,EPL21QS060-7E-V,SWT-B2,P,FT01,NULL
130995016-F,EPL21QS060-7E-V-F,,P,W001,NULL
130995016-WC,EPL21QS060-7E-V-WC,,P,W001,NULL
130995017,EPL20QL099-7E-V,SWT-B2,P,FT01,NULL
130995017-F,EPL20QL099-7E-V-F,,P,W001,NULL
130995017-WC,EPL20QL099-7E-V-WC,,P,W001,NULL
130995018,EPL20QL117-7E-V,SWT-B2,P,FT01,NULL
130995018-F,EPL20QL117-7E-V-F,,P,W001,NULL
130995018-WC,EPL20QL117-7E-V-WC,,P,W001,NULL
130995021,EPL21QS061-7E-V,SWT-B2,P,FT01,NULL
130995021-F,EPL21QS061-7E-V-F,,P,W001,NULL
130995021-WC,EPL21QS061-7E-V-WC,,P,W001,NULL
130995022,EPL20ES018-7-V,SWT-B2,P,FT01,NULL
130995022-F,EPL20ES018-7-V-F,,P,W001,NULL
130995022-WC,EPL20ES018-7-V-WC,,P,W001,NULL
130995023,EPL20QL147-7-V,SWT-B2,P,FT01,NULL
130995023-F,EPL20QL147-7-V-F,,P,W001,NULL
130995023-WC,EPL20QL147-7-V-WC,,P,W001,NULL
130995024,EPL2614QS1-7-V,SWT-B1,P,FT01,NULL
130995024-F,EPL2614QS1-7-V-F,,P,W001,NULL
130995024-WC,EPL2614QS1-7-V-WC,,P,W001,NULL
130995025,EPL20ES019-7-V,SWT-B1,P,FT01,NULL
130995025-F,EPL20ES019-7-V-F,,P,W001,NULL
130995025-WC,EPL20ES019-7-V-WC,,P,W001,NULL
130995026,EPL2614QS2-7-V,SWT-B1,P,FT01,NULL
130995026-F,EPL2614QS2-7-V-F,,P,W001,NULL
130995026-WC,EPL2614QS2-7-V-WC,,P,W001,NULL
130995027,EPL2620ES1-7-V,SWT-A1,P,FT01,NULL
130995027-F,EPL2620ES1-7-V-F,,P,W001,NULL
130995027-WC,EPL2620ES1-7-V-WC,,P,W001,NULL
130995028,EPL2614QS1-7B-V,SWT-B1,P,FT01,NULL
130995028-F,EPL2614QS1-7B-V-F,,P,W001,NULL
130995028-WC,EPL2614QS1-7B-V-WC,,P,W001,NULL
130995029,EPL2614QS3-7-V,SWT-B1,P,FT01,NULL
130995029-F,EPL2614QS3-7-V-F,,P,W001,NULL
130995029-WC,EPL2614QS3-7-V-WC,,P,W001,NULL
130995030,EPL2614QS4-7-V,SWT-B1,P,FT01,NULL
130995030-F,EPL2614QS4-7-V-F,,P,W001,NULL
130995030-WC,EPL2614QS4-7-V-WC,,P,W001,NULL
139015002,PTTJ212-V,SWT-B2,P,FT01,NULL
139015002-F,PTTJ212-V-F,,P,W001,NULL
139015002-WC,PTTJ212-V-WC,,P,W001,NULL
154015077,PTTJ147-V,SWT-A2,P,FT01,NULL
154015077-F,PTTJ147-V-F,,P,W001,NULL
154015077-WC,PTTJ147-V-WC,,P,W001,NULL
154015078,CHT141-V,SWT-A1,P,FT01,NULL
154015078-F,CHT141-V-F,,P,W001,NULL
154015078-WC,CHT141-V-WC,,P,W001,NULL
154015082,PTTN181-V,SWT-A2,P,FT01,NULL
154015082-F,PTTN181-V-F,,P,W001,NULL
154015082-WC,PTTN181-V-WC,,P,W001,NULL
154015084,CHT128-V,SWT-A1,P,FT01,NULL
154015084-F,CHT128-V-F,,P,W001,NULL
154015084-WC,CHT128-V-WC,,P,W001,NULL
154015088,87440014-V,SWT-A1,P,FT01,NULL
154015088-F,87440014-V-F,,P,W001,NULL
154015088-WC,87440014-V-WC,,P,W001,NULL
154015089,87440024-V,SWT-A1,P,FT01,NULL
154015089-F,87440024-V-F,,P,W001,NULL
154015089-WC,87440024-V-WC,,P,W001,NULL
154015091,PTTJ186-V,SWT-B2,P,FT01,NULL
154015091-F,PTTJ186-V-F,,P,W001,NULL
154015091-WC,PTTJ186-V-WC,,P,W001,NULL
154015092,PTTJ190-V,SWT-A1,P,FT01,NULL
154015092-F,PTTJ190-V-F,,P,W001,NULL
154015092-WC,PTTJ190-V-WC,,P,W001,NULL
154015093,87440034-V,SWT-A2,P,FT01,NULL
154015093-F,87440034-V-F,,P,W001,NULL
154015093-WC,87440034-V-WC,,P,W001,NULL
154015094,81420874-V,SWT-B2,P,FT01,NULL
154015094-F,81420874-V-F,,P,W001,NULL
154015094-WC,81420874-V-WC,,P,W001,NULL
154015095,EPL20VS097-7-V,SWT-B1,P,FT01,NULL
154015095-F,EPL20VS097-7-V-F,,P,W001,NULL
154015095-WC,EPL20VS097-7-V-WC,,P,W001,NULL
154015096,EPL20VS099-7B-V,SWT-B2,P,FT01,NULL
154015096-F,EPL20VS099-7B-V-F,,P,W001,NULL
154015096-WC,EPL20VS099-7B-V-WC,,P,W001,NULL
154015098,G4D4A0000116-V,SWT-B1,P,FT01,NULL
154015098-F,G4D4A0000116-V-F,,P,W001,NULL
154015098-WC,G4D4A0000116-V-WC,,P,W001,NULL
154015099,G4DYA0000367-V,SWT-B1,P,FT01,NULL
154015099-F,G4DYA0000367-V-F,,P,W001,NULL
154015099-WC,G4DYA0000367-V-WC,,P,W001,NULL
154015102,G4DYA0000388-V,SWT-B1,P,FT01,NULL
154015102-F,G4DYA0000388-V-F,,P,W001,NULL
154015102-WC,G4DYA0000388-V-WC,,P,W001,NULL
154015105,87440044-V,SWT-A2,P,FT01,NULL
154015105-F,87440044-V-F,,P,W001,NULL
154015105-WC,87440044-V-WC,,P,W001,NULL
154215025,ASIA49001-V,SWT-B2,P,FT01,NULL
154215025-F,ASIA49001-V-F,,P,W001,NULL
154215025-WC,ASIA49001-V-WC,,P,W001,NULL
154215026,ASIA49002-V,SWT-A1,P,FT01,NULL
154215026-F,ASIA49002-V-F,,P,W001,NULL
154215026-WC,ASIA49002-V-WC,,P,W001,NULL
154215027,ASIA49003-V,SWT-B2,P,FT01,NULL
154215027-F,ASIA49003-V-F,,P,W001,NULL
154215027-WC,ASIA49003-V-WC,,P,W001,NULL
154215028,ASIA49004-V,SWT-A1,P,FT01,NULL
154215028-F,ASIA49004-V-F,,P,W001,NULL
154215028-WC,ASIA49004-V-WC,,P,W001,NULL
154265001,PTTX200-V,SWT-B1,P,FT01,NULL
154265001-F,PTTX200-V-F,,P,W001,NULL
154265001-WC,PTTX200-V-WC,,P,W001,NULL
154365001,PTTJ241-V,SWT-B1,P,FT01,NULL
154365001-F,PTTJ241-V-F,,P,W001,NULL
154365001-WC,PTTJ241-V-WC,,P,W001,NULL
154585006,RK2-2809-01-V,SWT-B1,P,FT01,NULL
154585006-F,RK2-2809-01-V-F,,P,W001,NULL
154585006-WC,RK2-2809-01-V-WC,,P,W001,NULL
154585009,RK2-2535-01-V,SWT-B2,P,FT01,NULL
154585009-F,RK2-2535-01-V-F,,P,W001,NULL
154585009-WC,RK2-2535-01-V-WC,,P,W001,NULL
154585010,RK2-2536-01-V,SWT-B1,P,FT01,NULL
154585010-F,RK2-2536-01-V-F,,P,W001,NULL
154585010-WC,RK2-2536-01-V-WC,,P,W001,NULL
154585011,RK2-2537-01-V,SWT-B1,P,FT01,NULL
154585011-F,RK2-2537-01-V-F,,P,W001,NULL
154585011-WC,RK2-2537-01-V-WC,,P,W001,NULL
154585012,RK2-3075-01-V,SWT-B2,P,FT01,NULL
154585012-F,RK2-3075-01-V-F,,P,W001,NULL
154585012-WC,RK2-3075-01-V-WC,,P,W001,NULL
154585013,RK2-3077-01-V,SWT-B2,P,FT01,NULL
154585013-F,RK2-3077-01-V-F,,P,W001,NULL
154585013-WC,RK2-3077-01-V-WC,,P,W001,NULL
154585014,RK2-3211-01-V,SWT-B2,P,FT01,NULL
154585014-F,RK2-3211-01-V-F,,P,W001,NULL
154585014-WC,RK2-3211-01-V-WC,,P,W001,NULL
154585015,RK2-2806-02-V,SWT-B2,P,FT01,NULL
154585015-F,RK2-2806-02-V-F,,P,W001,NULL
154585015-WC,RK2-2806-02-V-WC,,P,W001,NULL
154585016,RK2-2809-02-V,SWT-B2,P,FT01,NULL
154585016-F,RK2-2809-02-V-F,,P,W001,NULL
154585016-WC,RK2-2809-02-V-WC,,P,W001,NULL
154815016,FK2-5310-01-V,SWT-B2,P,FT01,NULL
154815016-F,FK2-5310-01-V-F,,P,W001,NULL
154815016-WC,FK2-5310-01-V-WC,,P,W001,NULL
154815017,FK2-5312-01-V,SWT-B2,P,FT01,NULL
154815017-F,FK2-5312-01-V-F,,P,W001,NULL
154815017-WC,FK2-5312-01-V-WC,,P,W001,NULL
154815021,HF13134A-V,SWT-B2,P,FT01,NULL
154815021-F,HF13134A-V-F,,P,W001,NULL
154815021-WC,HF13134A-V-WC,,P,W001,NULL
154885002,HTK-RDPP1-V,SWT-B2,P,FT01,NULL
154885002-F,HTK-RDPP1-V-F,,P,W001,NULL
154885002-WC,HTK-RDPP1-V-WC,,P,W001,NULL
154885003,HTK-RDCK1-V,SWT-A1,P,FT01,NULL
154885003-F,HTK-RDCK1-V-F,,P,W001,NULL
154885003-WC,HTK-RDCK1-V-WC,,P,W001,NULL
154885004,HTK-RDPP2-V,SWT-B2,P,FT01,NULL
154885004-F,HTK-RDPP2-V-F,,P,W001,NULL
154885004-WC,HTK-RDPP2-V-WC,,P,W001,NULL
154885005,N-T01-949-Z11-V,SWT-C3,P,FT01,NULL
154885005-F,N-T01-949-Z11-V-F,,P,W001,NULL
154885005-WC,N-T01-949-Z11-V-WC,,P,W001,NULL
154885006,N-T01-966-Z11-V,SWT-C2,P,FT01,NULL
154885006-F,N-T01-966-Z11-V-F,,P,W001,NULL
154885006-WC,N-T01-966-Z11-V-WC,,P,W001,NULL
154885008,ZT1092-3-V,SWT-B1,P,FT01,NULL
154885008-F,ZT1092-3-V-F,,P,W001,NULL
154885008-WC,ZT1092-3-V-WC,,P,W001,NULL
154885011,VT0144D-V,SWT-B1,P,FT01,NULL
154885011-F,VT0144D-V-F,,P,W001,NULL
154885011-WC,VT0144D-V-WC,,P,W001,NULL
154885012,VT0143A-V,SWT-B2,P,FT01,NULL
154885012-F,VT0143A-V-F,,P,W001,NULL
154885012-WC,VT0143A-V-WC,,P,W001,NULL
154885013,VT0147-V,SWT-A1,P,FT01,NULL
154885013-F,VT0147-V-F,,P,W001,NULL
154885013-WC,VT0147-V-WC,,P,W001,NULL
154885014,VT0153-V,SWT-A1,P,FT01,NULL
154885014-F,VT0153-V-F,,P,W001,NULL
154885014-WC,VT0153-V-WC,,P,W001,NULL
154885015,HF13144-V,SWT-B1,P,FT01,NULL
154885015-F,HF13144-V-F,,P,W001,NULL
154885015-WC,HF13144-V-WC,,P,W001,NULL
154885028,1557-01-003-V,SWT-B4,P,FT01,NULL
154885028-F,1557-01-003-V-F,,P,W001,NULL
154885028-WC,1557-01-003-V-WC,,P,W001,NULL
154995007,EPL20WS024-7-V,SWT-B2,P,FT01,NULL
154995007-F,EPL20WS024-7-V-F,,P,W001,NULL
154995007-WC,EPL20WS024-7-V-WC,,P,W001,NULL
154995008,EPL20WS021-7E-V,SWT-B2,P,FT01,NULL
154995008-F,EPL20WS021-7E-V-F,,P,W001,NULL
154995008-WC,EPL20WS021-7E-V-WC,,P,W001,NULL
154995009,EPL10VS010-7E-V,SWT-A1,P,FT01,NULL
154995009-F,EPL10VS010-7E-V-F,,P,W001,NULL
154995009-WC,EPL10VS010-7E-V-WC,,P,W001,NULL
154995010,EPL10VS014-7-V,SWT-A1,P,FT01,NULL
154995010-F,EPL10VS014-7-V-F,,P,W001,NULL
154995010-WC,EPL10VS014-7-V-WC,,P,W001,NULL
154995011,EPL20VS096-7-V,SWT-B2,P,FT01,NULL
154995011-F,EPL20VS096-7-V-F,,P,W001,NULL
154995011-WC,EPL20VS096-7-V-WC,,P,W001,NULL
154995013,EPL20VS108-7-V,SWT-B1,P,FT01,NULL
154995013-F,EPL20VS108-7-V-F,,P,W001,NULL
154995013-WC,EPL20VS108-7-V-WC,,P,W001,NULL
154995014,EPL20VS109-7-V,SWT-B2,P,FT01,NULL
154995014-F,EPL20VS109-7-V-F,,P,W001,NULL
154995014-WC,EPL20VS109-7-V-WC,,P,W001,NULL
154995019,EPL20VS083-7E-V,SWT-B2,P,FT01,NULL
154995019-F,EPL20VS083-7E-V-F,,P,W001,NULL
154995019-WC,EPL20VS083-7E-V-WC,,P,W001,NULL
154995020,EPL20VS084-7E-V,SWT-B2,P,FT01,NULL
154995020-F,EPL20VS084-7E-V-F,,P,W001,NULL
154995020-WC,EPL20VS084-7E-V-WC,,P,W001,NULL
154995023,EPL20WS010-7E-V,SWT-B2,P,FT01,NULL
154995023-F,EPL20WS010-7E-V-F,,P,W001,NULL
154995023-WC,EPL20WS010-7E-V-WC,,P,W001,NULL
154995025,EPL20WS016-7E-V,SWT-B2,P,FT01,NULL
154995025-F,EPL20WS016-7E-V-F,,P,W001,NULL
154995025-WC,EPL20WS016-7E-V-WC,,P,W001,NULL
154995028,EPL20WS020-7E-V,SWT-B1,P,FT01,NULL
154995028-F,EPL20WS020-7E-V-F,,P,W001,NULL
154995028-WC,EPL20WS020-7E-V-WC,,P,W001,NULL
154995030,EPL22WS001-7-V,SWT-B2,P,FT01,NULL
154995030-F,EPL22WS001-7-V-F,,P,W001,NULL
154995030-WC,EPL22WS001-7-V-WC,,P,W001,NULL
154995031,EPL22WS002-7-V,SWT-B1,P,FT01,NULL
154995031-F,EPL22WS002-7-V-F,,P,W001,NULL
154995031-WC,EPL22WS002-7-V-WC,,P,W001,NULL
154995032,EPL20VS076-7F-V,SWT-B2,P,FT01,NULL
154995032-F,EPL20VS076-7F-V-F,,P,W001,NULL
154995032-WC,EPL20VS076-7F-V-WC,,P,W001,NULL
154995033,EPL20VS076-7G-V,SWT-B2,P,FT01,NULL
154995033-F,EPL20VS076-7G-V-F,,P,W001,NULL
154995033-WC,EPL20VS076-7G-V-WC,,P,W001,NULL
154995034,EPL2622WS1-7A-V,SWT-B1,P,FT01,NULL
154995034-F,EPL2622WS1-7A-V-F,,P,W001,NULL
154995034-WC,EPL2622WS1-7A-V-WC,,P,W001,NULL
154995035,EPL2622WS3-7A-V,SWT-B1,P,FT01,NULL
154995035-F,EPL2622WS3-7A-V-F,,P,W001,NULL
154995035-WC,EPL2622WS3-7A-V-WC,,P,W001,NULL
154995036,EPL2622WS2-7A-V,SWT-B1,P,FT01,NULL
154995036-F,EPL2622WS2-7A-V-F,,P,W001,NULL
154995036-WC,EPL2622WS2-7A-V-WC,,P,W001,NULL
154995037,EPL2623VS1-7A-V,SWT-B1,P,FT01,NULL
154995037-F,EPL2623VS1-7A-V-F,,P,W001,NULL
154995037-WC,EPL2623VS1-7A-V-WC,,P,W001,NULL
BFZ80215Z,EE13D MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ80217Z,EER35A MB3,FERRITE CORE,SK,R001,NULL
BFZ89413Z,EE19A AL87 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89432Z,EI-28 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89454Z,EEH29A MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89461Z,EEH29A AL338 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89463Z,EEH29B AL338 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89475Z,EEH29B AL338 BH2,FERRITE CORE,SK,R001,VSZ01U0C
BFZ89495Z,EEH29B AL165 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89497Z,EEH22B AL254 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89499Z,EEH22B AL170 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89515Z,EEH29C AL375 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89540Z,EEH29A AL178 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89555Z,EEH22B AL200 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89590Z,EEH29C AL248 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89621Z,EEH29B AL300 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89622Z,EEH29B AL500 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89651Z,EEH29B AL400 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89652Z,EEH29B AL600 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89655Z,EER35A AL178 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89656Z,EEH29B AL133 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89665Z,EES14 AL150 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89666Z,EEH29B AL265 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89734Z,EEH29B AL338 PM5,FERRITE CORE,SK,R001,VS012U0H
BFZ89740Z,EES14 AL188 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89760Z,EE22A AL148 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89779Z,EE25.4A AL190 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89780Z,EE25.4A AL200 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89793Z,EE19 AL150 2K3D,FERRITE CORE,SK,R001,VS009U0C
BFZ89803Z,EE19K AL240 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89804Z,EE19K AL300 MB3,FERRITE CORE,SK,R001,VS014U0H
BFZ89825Z,EER35SL AL108 2K3D,FERRITE CORE,SK,R001,VS009U0C
